local_compania,ano,origem_cacau,ingredientes,caracteristicas,percentagem_cacau,ID
Australia,2015,Ecuador,"3- B,S,C","creamy, pistachio, floral",72%,2108
Australia,2016,Vietnam,"3- B,S,C","creamy, molasses, off note",70%,2109
Australia,2016,Guatemala,"3- B,S,C","gummy, fatty, earthy",70%,2110
Australia,2016,Venezuela,"3- B,S,C","creamy, fruit, cocoa",70%,2111
Australia,2016,Belize,"3- B,S,C","apple, mild cherry",70%,2112
Australia,2016,Australia,"3- B,S,C","delicate, smooth, dairy",67%,2113
Australia,2016,Ecuador,"3- B,S,C","ligt color, creamy, peanut",70%,2114
Australia,2017,Dominican Republic,"3- B,S,C","cherry, rich choco",70%,2115
Australia,2017,Haiti,"3- B,S,C","complex, earthy, melon",70%,2116
U.S.A.,2010,Madagascar,"3- B,S,C","mild cocoa, fruity",68%,2117
U.S.A.,2010,Ecuador,"3- B,S,C","fudgey then spicy, vanilla",68%,2118
U.S.A.,2011,Ghana,"3- B,S,C","perfume, strong chemical",67%,2119
Amsterdam,2018,Sulawesi,"3- B,S*,C","nuts, fruit, cocoa",66%,2120
India,2017,India,"3- B,S,C","grassy, hammy",70%,2121
U.S.A.,2015,Madagascar,"2- B,S","tangy, sour, intense",72%,2122
U.S.A.,2016,Ecuador,"2- B,S","intense, simple, floral, earthy",70%,2123
U.K.,2016,Dominican Republic,"2- B,S","sticky, hammy, bitter",85%,2124
U.K.,2016,Peru,"2- B,S","sticky, sandy, pungent",68%,2125
U.K.,2019,Philippines,"3- B,S,C","intense, dirty,floral,medicinal",70%,2126
New Zealand,2016,Solomon Islands,"2- B,S","sweet, roasty, spicy",70%,2127
New Zealand,2016,Solomon Islands,"2- B,S","spicy, roasted, fresh nibs",75%,2128
U.S.A.,2013,Madagascar,"2- B,S","dry, molasses, sour",70%,2129
U.S.A.,2013,Venezuela,"2- B,S","dairy, cheese, molasses",70%,2130
U.S.A.,2013,Bolivia,"2- B,S","intense, leathery, cocoa",70%,2131
U.S.A.,2013,Peru,"3- B,S,C","molasses, grape, sour",70%,2132
U.S.A.,2013,Blend,"3- B,S,C","creamy, nutty, cocoa",70%,2133
U.S.A.,2014,Uganda,"3- B,S,C","molasses, licorice, muted",70%,2134
U.S.A.,2017,Tanzania,"3- B,S,C","sticky, strong molasses",70%,2135
U.S.A.,2018,India,"3- B,S,C","molasses undertone, tangy",70%,2136
U.S.A.,2021,Vietnam,"3- B,S,C","molasses, raisins, astringent",70%,2137
Canada,2009,Dominican Republic,"3- B,S,C","sticky, few grits, mild fruit,sour",70%,2138
Canada,2009,Dominican Republic,"3- B,S,C","slow to develop, nutty",70%,2139
Canada,2009,Ghana,"3- B,S,C","earthy, woody, vegetal",70%,2140
Canada,2009,Papua New Guinea,"3- B,S,C","smokey, mushroom, woodsy",70%,2141
Canada,2009,Madagascar,"3- B,S,C","subtle red berry, complex",70%,2142
Canada,2009,Venezuela,"3- B,S,C",black tea,70%,2143
Canada,2010,Blend,"3- B,S,C","complex, nut, dried fruit, earth",70%,2144
Canada,2011,Grenada,"3- B,S,C","super temper,astringent, burn",70%,2145
Canada,2011,Bolivia,"3- B,S,C","earthy, mild tannic, woody",70%,2146
Canada,2011,Venezuela,"3- B,S,C","strawberry, green mint",70%,2147
Canada,2011,Dominican Republic,"3- B,S,C","dried fruit, tart",70%,2148
Canada,2011,Blend,"3- B,S,C","strawberry, cocoa, nutty",70%,2149
Canada,2011,Peru,"3- B,S,C","complex,spice,caramel,cocoa",64%,2150
Canada,2012,Haiti,"3- B,S,C","uneven, grassy, roasty",70%,2151
Canada,2012,Guatemala,"3- B,S,C","sandy, earthy, tangy wine",70%,2152
Canada,2012,Blend,"3- B,S,C","smoke,tobacco,black pepper",70%,2153
Canada,2012,Papua New Guinea,"3- B,S,C","mild smoke, fruit, mild burnt",85%,2154
Canada,2012,U.S.A.,"3- B,S,C","cranberries, cocoa",70%,2155
Canada,2012,Venezuela,"3- B,S,C","intense, rich burnt caramel",70%,2156
Canada,2012,Blend,"3- B,S,C","creamy, raisin, lemon",70%,2157
Canada,2012,Blend,"3- B,S,C","creamy, complex, peanut",70%,2158
Canada,2013,Peru,"3- B,S,C","creamy, medicinal, mild fruit",70%,2159
Canada,2013,Indonesia,"3- B,S,C","creamy, smokey, some fruit",70%,2160
Canada,2013,Blend,"3- B,S,C","grassy, dairy, mild fatty",70%,2161
Canada,2013,Venezuela,"3- B,S,C","creamy, nutty, roasty",70%,2162
Canada,2013,Dominican Republic,"3- B,S,C","smoke, burnt caramel, citrus",77%,2163
Canada,2013,Trinidad,"3- B,S,C","creamy, brownie mix, roasty",70%,2164
Canada,2013,Venezuela,"3- B,S,C","nutty, chocolate ice cream",70%,2165
Canada,2013,Blend,"3- B,S,C","pronounced berry,mild smoke",88%,2166
Canada,2013,Venezuela,"3- B,S,C","delicate, nutty, cocoa, dairy",70%,2167
Canada,2013,Blend,"3- B,S,C","roasted nuts, burnt brownie",67%,2168
Canada,2013,Jamaica,"3- B,S,C","floral, berry, clove",70%,2169
Canada,2014,Nicaragua,"3- B,S,C","spicy, woodsy",70%,2170
Canada,2014,Blend,"3- B,S,C","tart, mild sour",70%,2171
Canada,2014,Nicaragua,"3- B,S,C","basic chocolate, accessible",70%,2172
Canada,2014,Ecuador,"3- B,S,C","robust, nutty, brownie",80%,2173
Canada,2014,Peru,"3- B,S,C","creamy, sour orange",70%,2174
Canada,2014,Vanuatu,"3- B,S,C","creamy, smokey, rich cocoa",70%,2175
Canada,2015,Venezuela,"3- B,S,C","roasted nuts, dried fruit",70%,2176
Canada,2015,Venezuela,"3- B,S,C","balanced, nuts, strawberry",75%,2177
Canada,2016,Ecuador,"3- B,S,C","nutty, banana, harsh ending",70%,2178
Canada,2016,Dominican Republic,"3- B,S,C","creamy, sweet, deep choco",62%,2179
Canada,2016,Madagascar,"3- B,S,C",robust dark tropical fruit,70%,2180
Canada,2016,Brazil,"3- B,S,C","creamy, diluted, mild choco",70%,2181
Canada,2016,Nicaragua,"3- B,S,C",evolves black pepper to citrus,70%,2182
Canada,2016,Blend,"3- B,S,C","banana, nutty",75%,2183
Canada,2016,Vietnam,"3- B,S,C","creamy, honey, blackberry",70%,2184
Canada,2017,Fiji,"3- B,S,C","creamy, roasty, woody",70%,2185
Canada,2017,Colombia,"3- B,S,C","creamy, honey, marshmallow",70%,2186
Canada,2018,Haiti,"3- B,S,C","sweet edge, lemon, muted",70%,2187
Canada,2018,Madagascar,"3- B,S,C","creamy, acidic, balanced",70%,2188
Canada,2018,Venezuela,"3- B,S,C","nutty, cocoa",70%,2189
Canada,2021,Blend,"4- B,S,C,V","sweet, cocoa, candy like",62%,2190
Canada,2021,Madagascar,"3- B,S,C","red fruit, peanut butter, cocoa",70%,2191
Canada,2021,Venezuela,"3- B,S,C","spice, sour malt, woody",70%,2192
Canada,2021,Vietnam,"3- B,S,C","cinamon, nutmeg, hot cocoa",70%,2193
U.S.A.,2014,Nicaragua,"2- B,S","earthy, dried fruit, complex",70%,2194
U.S.A.,2014,U.S.A.,"2- B,S","intense, tannic, choco, earthy",70%,2195
Canada,2017,Dominican Republic,"2- B,S","few grits, sweet, cocoa",70%,2196
Canada,2017,Ecuador,"2- B,S","dry, floral, earthy",75%,2197
Canada,2017,Papua New Guinea,"2- B,S","sandy, smokey, fruit, sour",77%,2198
Canada,2017,Madagascar,"2- B,S","tart, sour, basic",70%,2199
Canada,2017,Venezuela,"2- B,S","dry, earthy, roasty",75%,2200
Canada,2017,Tanzania,"2- B,S","sticky, mild fruit, brownie",80%,2201
U.S.A.,2012,Dominican Republic,"4- B,S,C,V","oily, floral, dairy",70%,2202
U.S.A.,2012,Dominican Republic,"4- B,S,C,V","fatty, muted strawberry",80%,2203
U.S.A.,2012,Dominican Republic,"4- B,S,C,V","oily, floral",75%,2204
Australia,2014,Vanuatu,"3- B,S,C","bready, sour milk, fatty",72%,2205
Australia,2016,Dominican Republic,"3- B,S,C","spicy, chocolatey",70%,2206
Australia,2016,Ecuador,"3- B,S,C","floral, sandy",70%,2207
Australia,2016,Madagascar,"3- B,S,C","powdery, cherry, astringent",70%,2208
U.S.A.,2017,Peru,"3- B,S,C","floral, earthy, burnt rubber",70%,2209
U.S.A.,2017,Ecuador,"3- B,S,C","floral, astringent",70%,2210
U.S.A.,2017,Dominican Republic,"3- B,S,C","sandy, robust, grapes, malt",70%,2211
U.S.A.,2021,Belize,"2- B,S","strong roast, tart raspberry",70%,2212
U.S.A.,2021,Madagascar,"2- B,S","plum, roasty undertone, sour",70%,2213
U.S.A.,2021,Uganda,"2- B,S","dairy, cocoa, well balanced",70%,2214
Switzerland,2013,Bolivia,"4- B,S,C,L","fatty, mild fruit, off note",70%,2215
U.S.A.,2013,Dominican Republic,"3- B,S,L","gritty,intense coffee, metallic",84%,2216
U.S.A.,2013,Dominican Republic,"3- B,S,L","unrefined, sweet, mild coffee",70%,2217
U.S.A.,2015,Ecuador,"4- B,S*,C,V","coconut, mild vanilla",70%,2218
U.S.A.,2015,Dominican Republic,"4- B,S*,C,V","coconut, cocoa, few grits",70%,2219
U.S.A.,2015,Guatemala,"4- B,S*,C,V","dried fruit, coconut, few grits",70%,2220
U.S.A.,2015,Nicaragua,"4- B,S*,C,V","brownie, few grits, sandy",70%,2221
U.S.A.,2015,Madagascar,"4- B,S*,C,V","red fruit, coconut",70%,2222
Switzerland,2011,India,"4- B,S,C,V","peanut butter,vanilla,artificial",72%,2223
Switzerland,2012,Brazil,"4- B,S,C,V","creamy, vanilla, moldy",68%,2224
U.S.A.,2014,Ecuador,"3- B,S,C","floral, hints of fruit",84%,2225
U.S.A.,2014,Ecuador,"3- B,S,C","oily surface, floral, earthy",70%,2226
U.S.A.,2017,Bolivia,"3- B,S,C","fatty, rubber, off notes",70%,2227
U.S.A.,2012,Philippines,"4- B,S,C,V","vanilla, sweet",65%,2228
U.S.A.,2012,Philippines,"4- B,S,C,V","dry, sweet, vanilla(n)",70%,2229
U.S.A.,2012,Philippines,"4- B,S,C,V","bland, earthy",75%,2230
U.S.A.,2013,Madagascar,"2- B,S","molasses, sour, astringent",67%,2231
U.S.A.,2013,Belize,"2- B,S","intense, rich, dark berry",78%,2232
Denmark,2016,Peru,"5- B,S,C,V,L","sandy, sweet, vanilla",61%,2233
Denmark,2016,Peru,"5- B,S,C,V,L","powdery, vanilla, earthy",71%,2234
Venezuela,2016,Venezuela,"3- B,S,C","sticy, nutty, roasty, off notes",70%,2235
Venezuela,2016,Venezuela,"3- B,S,C","sticky, sweet, nutty, roasty",60%,2236
Sweden,2015,Sri Lanka,"2- B,S","ham, sour, intense",70%,2237
Sweden,2019,Tanzania,"2- B,S","fruit, burnt, harsh",74%,2238
U.S.A.,2021,Honduras,"3- B,S,C","overly roasty, spicy",72%,2239
U.S.A.,2021,Peru,"3- B,S,C","earthy, roasty, hammy",72%,2240
U.S.A.,2021,Uganda,"3- B,S,C","melon, mocha",77%,2241
U.S.A.,2021,Trinidad,"3- B,S,C","herbal, tea, dried fruit",80%,2242
Japan,2018,Peru,"5- B,S,C,V,L","pungent, molasses, sour",70%,2243
Japan,2018,Tanzania,"3- B,S,C","fatty, sour, off notes",75%,2244
Japan,2018,Belize,"5- B,S,C,V,L","buttery, cheesy",70%,2245
Japan,2018,Brazil,"5- B,S,C,V,L","cardboard, cheesy",70%,2246
Japan,2018,Venezuela,"5- B,S,C,V,L","acidic, cocoa, dried fruit",75%,2247
Canada,2020,Mexico,"3- B,S,C","dried fig, earthy, dirty",74%,2248
Canada,2020,Peru,"3- B,S,C","burnt black licorice, intense",68%,2249
Canada,2020,Papua New Guinea,"3- B,S,C","savory lemon, ham",73%,2250
Hungary,2011,Venezuela,"3- B,S,C","rustic, sugar dominates",70%,2251
Hungary,2012,Dominican Republic,"3- B,S,C","rustic, large unground pieces",70%,2252
Hungary,2012,Madagascar,"3- B,S,C","rustic, bright fruit",70%,2253
Hungary,2012,Peru,"3- B,S,C","sweet, spicy",70%,2254
Hungary,2013,Nicaragua,"3- B,S,C","sour milk, hot cocoa",70%,2255
Hungary,2013,Madagascar,"3- B,S,C","light color, sandy, fruity",70%,2256
Hungary,2013,Madagascar,"3- B,S,C","dark color, sandy, fruity",70%,2257
Hungary,2014,Venezuela,"3- B,S,C","sandy, earthy, spice, nutty",70%,2258
Hungary,2014,Cuba,"3- B,S,C","sandy, banana",70%,2259
Hungary,2015,Ecuador,"3- B,S,C","sweet, brownie, sour",70%,2260
Hungary,2015,Cuba,"3- B,S,C","rustic, spicy, earthy",88%,2261
Hungary,2015,Madagascar,"3- B,S,C","sour orange, fatty",70%,2262
Hungary,2015,Vietnam,"3- B,S,C","smokey, mild citrus",70%,2263
Hungary,2015,Brazil,"3- B,S,C","rustic, earthy, tea",70%,2264
Hungary,2015,Ecuador,"3- B,S,C","coarse, spicy cinnamon",70%,2265
U.S.A.,2013,Mexico,"4- B,S,C,V","vanilla, fuel, earthy",70%,2266
U.S.A.,2013,Costa Rica,"4- B,S,C,V","licorice, dried fruit, burnt fuel",70%,2267
U.S.A.,2013,Dominican Republic,"4- B,S,C,V","oily, cardboard, sour",70%,2268
U.S.A.,2013,Peru,"4- B,S,C,V","vanilla, fatty, vegetal, mint",70%,2269
Japan,2015,Trinidad,"4- B,S,C,L","intense, grassy, smokey",77%,2270
Japan,2015,Colombia,"5- B,S,C,V,L","flat, smoke, marshmallow",70%,2271
Japan,2015,Papua New Guinea,"5- B,S,C,V,L","creamy, smoke, ham",62%,2272
Japan,2015,Vietnam,"5- B,S,C,V,L","vanilla, butter, caramel",60%,2273
Vietnam,2019,Vietnam,"3- B,S,C","cocoa,sweet,fatty, cardboard",70%,2274
Vietnam,2019,Vietnam,"3- B,S,C","intense cocoa, fatty, sticky",75%,2275
Suriname,2016,Suriname,"2- B,S","earthy, floral, dry",70%,2276
U.S.A.,2019,Venezuela,"4- B,S,C,V","vanilla, fatty",75%,2277
U.S.A.,2019,Peru,"3- B,S,C","blackberry, dirt, high roast",75%,2278
U.S.A.,2019,Peru,"3- B,S,C",fig,75%,2279
U.S.A.,2015,Madagascar,"4- B,S,C,V","berry, spices, smoke",75%,2280
Switzerland,2019,Nicaragua,"3- B,S,C","nutty, off, roasty, fatty",72%,2281
Switzerland,2019,Mexico,"3- B,S,C","nutty, fruit, sour, floral",70%,2282
U.S.A.,2021,Haiti,"3- B,S,C","earthy, fatty, gritty",67%,2283
U.S.A.,2007,Dominican Republic,"3- B,S,C","sandy, sour banana, sweet",70%,2284
U.S.A.,2009,Mexico,"3- B,S,C","rustic, sweet, earthy",75%,2285
U.S.A.,2011,Bolivia,"3- B,S,C","grainy, blueberries, bitter",87%,2286
U.S.A.,2014,Belize,"3- B,S,C","coarse, watering, sweet",68%,2287
U.S.A.,2008,Ghana,"5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla",70%,2288
U.S.A.,2008,Peru,"5- B,S,C,V,L","tangy, off, musty, sour",70%,2289
U.S.A.,2008,Peru,"5- B,S,C,V,L","dry, musty, flat",70%,2290
U.S.A.,2008,Madagascar,"5- B,S,C,V,L","dry, red berry, off note",70%,2291
U.S.A.,2009,Blend,"5- B,S,C,V,L","tea, sweet, astringent",60%,2292
U.S.A.,2009,Blend,"5- B,S,C,V,L","nutty, candy-like",68%,2293
U.S.A.,2016,Blend,"5- B,S,C,V,L","strong vanilla, sweet, fatty",62%,2295
U.S.A.,2012,Peru,"4- B,S,C,V","perfume, chemical, soapy",70%,2296
U.S.A.,2012,Madagascar,"4- B,S,C,V","molasses, off notes",70%,2297
U.S.A.,2012,Bolivia,"3- B,S,C","candy,peanut butter,caramel",70%,2298
U.S.A.,2012,Brazil,"3- B,S,C","flat, cardboard, metallic",70%,2299
U.S.A.,2012,Blend,"4- B,S,C,V","molasses, caramel, spice",70%,2300
U.S.A.,2012,Papua New Guinea,"4- B,S,C,V","molasses, caramel, fruity",70%,2301
U.S.A.,2012,Madagascar,"3- B,S,C","sticky, caramel",70%,2302
U.S.A.,2012,Venezuela,"4- B,S,C,V","earthy, savory, hammy",80%,2303
U.S.A.,2012,Ecuador,"4- B,S,C,V","gritty, rum, molasses",70%,2304
U.S.A.,2012,Ecuador,"3- B,S,C","molasses, fruit, floral",70%,2305
U.S.A.,2012,Mexico,"3- B,S,C","molasses, caramel",70%,2306
U.S.A.,2012,Bolivia,"3- B,S,C","green apple, sweet",67%,2307
U.S.A.,2012,Dominican Republic,"4- B,S,C,V","molasses, caramel",70%,2308
U.S.A.,2012,Brazil,"3- B,S,C","honey, pepper, charcoal",70%,2309
U.S.A.,2014,Ecuador,"2- B,S","intense, mild coffee and rum",77%,2310
U.S.A.,2014,Madagascar,"2- B,S","sweet, rich, tannic, fruity",67%,2311
U.S.A.,2014,Uganda,"2- B,S","creamy, almond, butter",73%,2312
U.S.A.,2015,Peru,"2- B,S","spicy, black pepper, intense",70%,2313
U.S.A.,2015,Ecuador,"2- B,S","floral, earthy, bourbon",70%,2314
U.S.A.,2015,Dominican Republic,"3- B,S,C","spicy, black pepper, bold",70%,2315
U.S.A.,2015,Belize,"2- B,S","nutty, raspberry, metallic",70%,2316
U.S.A.,2015,Madagascar,"2- B,S","bright fruit, mild sour",70%,2317
U.S.A.,2015,Guatemala,"3- B,S,C","walnuts, cocoa, easy melt",70%,2318
U.S.A.,2019,Haiti,"3- B,S,C","harsh, tobacco",72%,2319
U.S.A.,2019,Belize,"3- B,S,C","berries, licorice, cocoa,bitter",77%,2320
U.S.A.,2019,Bolivia,"3- B,S,C","muted, roasted banana",77%,2321
Sweden,2015,Peru,"3- B,S,C","sandy, sweet, raisins",70%,2322
U.S.A.,2007,Venezuela,"2- B,S","dry, very bland, mild bitter",91%,2323
U.S.A.,2007,Ivory Coast,"4- B,S,C,V","dry, gritty, hint of fruit, sour",75%,2324
U.S.A.,2007,Ghana,"4- B,S,C,V","dry, slightly tart, bitter",84%,2325
U.S.A.,2007,Blend,"3- B,S,C","sandy, sweet, fruity",75%,2326
U.S.A.,2007,Madagascar,"3- B,S,C","sandy, sweet, blueberry",65%,2327
U.S.A.,2012,Congo,"4- B,S,C,V","sweet, vanilla, cocoa",65%,2328
Japan,2015,Peru,"2- B,S","peanut butter, sour milk",70%,2329
U.S.A.,2019,Ecuador,"2- B,S","pure, bold, floral",70%,2330
Colombia,2018,Colombia,"3- B,S,L","floral, vegetal",70%,2331
Colombia,2018,Colombia,"3- B,S,L","spicy, marshmallow",70%,2332
Germany,2016,Belize,"3- B,S,C","bright fruit, cashew",72%,2333
U.S.A.,2019,Tanzania,"2- B,S","bland, mild honey, sour",71%,2334
Ecuador,2020,Ecuador,"3- B,S,C","strong floral, oily, bold, grassy",75%,2335
Ecuador,2014,Ecuador,"2- B,S","waxy, mild fruit, floral",81%,2336
U.S.A.,2011,Venezuela,"3- B,S,C","peanut butter, soapy",72%,2338
U.S.A.,2011,Dominican Republic,"3- B,S,C","pronounced fruit, sour",74%,2339
U.S.A.,2012,Bolivia,"3- B,S,C","sandy, sweet",77%,2340
U.K.,2018,Haiti,"3- B,S,C","metallic, astringent",70%,2341
U.K.,2018,Bolivia,"3- B,S,C","spicy, cocoa, sweet",70%,2342
U.K.,2018,Belize,"3- B,S,C","honey, caramel",70%,2343
U.K.,2019,Colombia,"3- B,S,C","dull, chewy, sweet",70%,2344
South Korea,2019,Ecuador,"2- B,S","nutty, floral",70%,2345
U.S.A.,2014,Dominican Republic,"2- B,S","baked, roasty, coffee",72%,2346
U.S.A.,2012,Dominican Republic,"3- B,S*,C","sandy, strawberry, coconut",70%,2347
U.S.A.,2012,Dominican Republic,"3- B,S*,C","heavy roast, black licorice",70%,2348
U.S.A.,2020,Nicaragua,"2- B,S","high acidity, toffee, spicy",70%,2349
U.S.A.,2020,Haiti,"2- B,S","dominating roast, deep cocoa",70%,2350
U.S.A.,2020,Guatemala,"2- B,S","bright fruit, heavy roast, smooth",70%,2351
U.S.A.,2021,Philippines,"2- B,S","sticky, butterscotch, sl. Hammy",70%,2352
Peru,2018,Peru,"3- B,S,C","powdery, complex, rubber",73%,2353
Peru,2018,Peru,"3- B,S,C","sweet, pungent grape, acidic",70%,2354
Canada,2020,Vietnam,"2- B,S","tart, sweet, sour, savory",70%,2355
Canada,2020,Honduras,"2- B,S","woody, sweet, unrefined",70%,2356
Canada,2020,Peru,"2- B,S","very sandy, spicey, sweet",70%,2357
U.S.A.,2011,Dominican Republic,"2- B,S","roasty, woody, rubber off",73%,2359
U.S.A.,2013,Bolivia,"2- B,S","roasty, bitter, caramel, dairy",75%,2360
U.S.A.,2013,Dominican Republic,"2- B,S","roasty, sligt burnt, red fruit",68%,2361
U.S.A.,2014,Madagascar,"2- B,S","intense, red berry",75%,2362
U.S.A.,2015,Dominican Republic,"2- B,S","spicy, sour, off note",75%,2363
U.S.A.,2015,Ecuador,"2- B,S","intense, floral",75%,2364
U.S.A.,2017,Tanzania,"2- B,S","dry, floral, woody",75%,2365
U.S.A.,2016,Peru,"3- B,S,C","coarse, sweet, lemon",60%,2366
Canada,2017,Dominican Republic,"2- B,S","dry, coarse, hay, off",75%,2368
Canada,2017,Tanzania,"2- B,S","dry, coarse, sweet, earthy",75%,2369
Canada,2017,Guatemala,"2- B,S","dry, coarse, sour",75%,2370
U.S.A.,2014,Nicaragua,"2- B,S","creamy, woody,green, rubber",74%,2371
U.S.A.,2014,Dominican Republic,"2- B,S","tart, tangy, mild cocoa",70%,2372
U.S.A.,2016,Madagascar,"2- B,S","sweet, acidic, tart",72%,2373
U.S.A.,2016,Tanzania,"2- B,S","sandy, sweet, peach",72%,2374
Italy,2014,Venezuela,"4- B,S,C,V","intense, nutty, mild rubber",65%,2375
Spain,2017,Colombia,"3- B,S,C","spice, melon, nutty",70%,2376
Spain,2018,Nicaragua,"3- B,S,C",roasty cocoa,70%,2377
Canada,2020,Belize,"3- B,S,C","roasted strawberry, bold",74%,2378
France,2006,Trinidad,"5- B,S,C,V,L","nutty, vegetal, sweet",64%,2379
France,2006,Blend,"5- B,S,C,V,L","slight bitter, woody",66%,2380
France,2006,Venezuela,"5- B,S,C,V,L","modest, creamy, cocoa",64%,2381
France,2006,Madagascar,"5- B,S,C,V,L","red berry, rich cocoa",64%,2382
France,2006,Blend,"5- B,S,C,V,L","subtle, smooth, earthy, long",70%,2383
France,2007,Blend,"5- B,S,C,V,L","creamy, fatty, very bitter",85%,2384
France,2007,Blend,"5- B,S,C,V,L","berries, tart, bitter",85%,2385
France,2007,Blend,"5- B,S,C,V,L",nutty and bitter dominate,71%,2386
France,2007,Blend,"5- B,S,C,V,L","creamy, rich, licorice",72%,2387
France,2007,Venezuela,"5- B,S,C,V,L","creamy, cherry",64%,2388
France,2007,Venezuela,"5- B,S,C,V,L","sandy, vegetal, cocoa",65%,2389
France,2007,Madagascar,"5- B,S,C,V,L","creamy, blueberry, raspberry",64%,2390
France,2009,Ghana,"5- B,S,C,V,L","creamy, cocoa, bread",68%,2391
France,2009,Dominican Republic,"5- B,S,C,V,L","cocoa dominates, woodsy",64%,2392
France,2009,Ecuador,"5- B,S,C,V,L","rich cocoa, hot spice",66%,2393
France,2011,Blend,"5- B,S,C,V,L","intense sweet, nut, orange",56%,2394
France,2011,Venezuela,"5- B,S,C,V,L","creamy, honey,peanut butter",64%,2395
France,2012,Venezuela,"5- B,S,C,V,L","green,unripened fruit,banana",69%,2396
France,2013,Blend,"5- B,S,C,V,L","yogurt, lemon, licorice",70%,2397
France,2013,Dominican Republic,"5- B,S,C,V,L","complex, herbs, fruit, dairy",64%,2398
France,2015,Peru,"5- B,S,C,V,L","intense, dark berry, grapes",63%,2399
France,2017,Blend,"3- B,S,C","intense, rich, sweet",60%,2400
Madagascar,2009,Madagascar,"3- B,S,C","fatty, bland, very astringent",72%,2403
Madagascar,2009,Madagascar,"4- B,S,C,V","fatty, sour, spoiled",76%,2404
Madagascar,2009,Madagascar,"4- B,S,C,V","fatty, bitter, sour",80%,2405
U.S.A.,2015,Bolivia,"2- B,S","peanut butter, coffee, mint",70%,2409
U.S.A.,2015,Bolivia,"2- B,S","complex, nibs too soft",70%,2410
U.S.A.,2018,Bolivia,"2- B,S","smokey, earthy, nutty",70%,2411
U.S.A.,2018,Guatemala,"2- B,S","earthy, sour, intense",70%,2412
U.S.A.,2018,Dominican Republic,"2- B,S","dark berry, roasty",70%,2413
U.S.A.,2012,Blend,"3- B,S,C","sweet, fruity, heavy roast",70%,2414
U.S.A.,2013,Blend,"3- B,S,C","mellow fruit, tart, mild bitter",90%,2415
U.S.A.,2014,Dominican Republic,"3- B,S,C","intense, cocoa, spicy, fruit",90%,2416
U.S.A.,2014,Trinidad,"3- B,S,C","spicy, roasty, acidic, dairy",75%,2417
U.S.A.,2014,Ecuador,"3- B,S,C","spicy, nutmeg, brownie",75%,2418
U.S.A.,2021,Guatemala,"2- B,S","earthy, harsh, acidic",75%,2419
U.S.A.,2021,Dominican Republic,"2- B,S","roasty, berry notes",75%,2420
U.S.A.,2021,Blend,"3- B,S,C","nutty, grassy, cocoa",70%,2421
U.S.A.,2021,Ecuador,"2- B,S",floral & fruit,75%,2422
France,2012,Vietnam,"4- B,S,C,L","spicy, dairy",70%,2423
U.S.A.,2014,Peru,"3- B,S,C","sandy, sweet, nutty",75%,2424
U.S.A.,2007,Ecuador,"3- B,S,C","sticky, cocoa, earthy",65%,2428
U.S.A.,2015,Madagascar,"2- B,S","intense, tart, sour, raisin",77%,2429
U.S.A.,2015,Guatemala,"2- B,S","creamy, cocoa, pungent",77%,2430
U.S.A.,2015,Belize,"2- B,S","mild metallic, brownie, earth",77%,2431
U.S.A.,2015,Venezuela,"2- B,S","intense, mild bitter, roasty",77%,2432
U.S.A.,2015,Peru,"2- B,S","chalky, peach, bland",77%,2433
U.S.A.,2016,Peru,"5- B,S,C,V,L","pungent, metallic",70%,2434
U.S.A.,2016,Venezuela,"5- B,S,C,V,L","nutty, off notes",70%,2435
U.S.A.,2016,Dominican Republic,"5- B,S,C,V,L","sweet, simple, cocoa",70%,2436
U.S.A.,2018,Bolivia,"5- B,S,C,V,L","earthy, vanilla",70%,2437
U.S.A.,2018,Haiti,"5- B,S,C,V,L","vanilla, late cocoa notes",70%,2438
New Zealand,2016,Dominican Republic,"2- B,S*","dry, rich, roasty",70%,2439
New Zealand,2016,Peru,"2- B,S*","grapes, pungent",70%,2440
New Zealand,2017,Samoa,"2- B,S","earthy, roasty",77%,2441
U.S.A.,2018,Tanzania,"3- B,S,C","nuts, fruit, poor aftertaste",68%,2442
U.S.A.,2018,Bolivia,"3- B,S,C","creamy, fruit, poor aftertaste",72%,2443
U.S.A.,2021,Philippines,"3- B,S,C","nutty, roasted cherry, coffee",74%,2444
U.S.A.,2021,Uganda,"3- B,S,C","nutty, cocoa, yogurt",72%,2445
U.S.A.,2021,Honduras,"2- B,S","brownie, nutty, roasty",74%,2446
U.S.A.,2021,Trinidad,"3- B,S,C","complex, mild tobacco, nut, fruit",72%,2447
Ireland,2013,Peru,"3- B,S,C","light color, grit, metallic",75%,2449
Ireland,2013,Peru,"3- B,S,C","slow develop, bitter, metallic",89%,2450
Ireland,2013,Peru,"3- B,S,C","mild, metallic",75%,2451
Ireland,2013,Peru,"3- B,S,C","sandy, sweet, coffee",75%,2452
U.K.,2009,Peru,"3- B,S,C","sandy, rich, earthy",70%,2453
U.K.,2009,Venezuela,"3- B,S,C","creamy, earthy, nutty",72%,2454
U.K.,2010,Madagascar,"3- B,S,C","dry, mild fruit",71%,2455
U.K.,2010,Venezuela,"3- B,S,C","dry, nutty, cocoa",72%,2456
U.K.,2010,Indonesia,"3- B,S,C","smokey, fruity, sour",69%,2457
U.K.,2014,Colombia,"3- B,S,C","mild nutty and fruit, savory",88%,2459
